epoch,accuracy,loss,lr,val_accuracy,val_loss
134,0.9888226389884949,0.01897474192082882,1e-21,0.875,0.4405360817909241
135,0.9873323440551758,0.02369805984199047,1e-21,0.8720238208770752,0.4387860894203186
136,0.9880775213241577,0.02099647745490074,9.9999997e-23,0.875,0.4447985589504242
137,0.9918032884597778,0.015236751176416874,9.9999997e-23,0.8690476417541504,0.43150487542152405
138,0.9880775213241577,0.018481850624084473,9.9999997e-23,0.8660714030265808,0.45447689294815063
139,0.9903129935264587,0.022863075137138367,9.9999997e-23,0.875,0.43951842188835144
140,0.9880775213241577,0.02229537069797516,9.9999997e-23,0.8690476417541504,0.45558789372444153
141,0.9895678162574768,0.017384948208928108,9.9999997e-23,0.8720238208770752,0.44021400809288025
142,0.9932935833930969,0.019067317247390747,9.9999997e-23,0.8720238208770752,0.45646989345550537
143,0.9903129935264587,0.01499031763523817,1e-23,0.8720238208770752,0.44318461418151855
144,0.9932935833930969,0.015145243145525455,1e-23,0.875,0.4343990087509155
145,0.9873323440551758,0.031169388443231583,1e-23,0.8690476417541504,0.45729413628578186
146,0.9858420491218567,0.018681775778532028,1e-23,0.8779761791229248,0.4347606301307678
147,0.9895678162574768,0.01838947832584381,1e-23,0.875,0.4406397342681885
148,0.9888226389884949,0.02121756598353386,1e-23,0.875,0.44354188442230225
149,0.9910581111907959,0.015566866844892502,1e-23,0.875,0.43878796696662903
150,0.9880775213241577,0.020563367754220963,1e-24,0.875,0.45353227853775024
151,0.9858420491218567,0.02454841323196888,1e-24,0.8720238208770752,0.4392625689506531
152,0.9888226389884949,0.02153933048248291,1e-24,0.875,0.4337913990020752
153,0.992548406124115,0.014806434512138367,1e-24,0.875,0.43988272547721863
154,0.9910581111907959,0.0180905032902956,1e-24,0.875,0.4388620853424072
155,0.9918032884597778,0.016617966815829277,1e-24,0.875,0.4425179064273834
156,0.9888226389884949,0.021134572103619576,1e-24,0.8720238208770752,0.45116838812828064
157,0.9850968718528748,0.025491179898381233,1e-25,0.875,0.4414125680923462
158,0.9903129935264587,0.016424693167209625,1e-25,0.8720238208770752,0.44557785987854004
159,0.9895678162574768,0.026318185031414032,1e-25,0.8720238208770752,0.447968989610672
160,0.9888226389884949,0.021605676040053368,1e-25,0.8779761791229248,0.4488118886947632
161,0.9806259274482727,0.0370246060192585,1e-25,0.8720238208770752,0.4462868869304657
162,0.9865871667861938,0.022003212943673134,1e-25,0.8720238208770752,0.4449223577976227
163,0.9918032884597778,0.01745787262916565,1e-25,0.875,0.4361112117767334
164,0.9873323440551758,0.019482111558318138,1e-26,0.875,0.44179874658584595
165,0.9910581111907959,0.018273405730724335,1e-26,0.8720238208770752,0.4435395300388336
166,0.9858420491218567,0.02637888491153717,1e-26,0.8720238208770752,0.4499606192111969
167,0.9865871667861938,0.027620816603302956,1e-26,0.8779761791229248,0.44090020656585693
168,0.9858420491218567,0.018960779532790184,1e-26,0.8720238208770752,0.44362327456474304
169,0.9865871667861938,0.024523364380002022,1e-26,0.8720238208770752,0.45144638419151306
170,0.9888392686843872,0.017787065356969833,1e-26,0.8779761791229248,0.41621071100234985
171,0.9865871667861938,0.023622563108801842,1e-27,0.8720238208770752,0.4456977844238281
172,0.9918032884597778,0.015890946611762047,1e-27,0.875,0.4419609308242798
173,0.9895678162574768,0.019343072548508644,1e-27,0.8809523582458496,0.42040467262268066
174,0.9836065769195557,0.02407221309840679,1e-27,0.8720238208770752,0.4475395679473877
175,0.9940387606620789,0.014378387480974197,1e-27,0.8809523582458496,0.42895594239234924
176,0.9895678162574768,0.021497108042240143,1e-27,0.875,0.4403333067893982
177,0.9873323440551758,0.022076357156038284,1e-27,0.8720238208770752,0.4479247033596039
178,0.9918032884597778,0.018225708976387978,1e-28,0.8720238208770752,0.444382905960083
179,0.9903129935264587,0.01617954485118389,1e-28,0.875,0.4419366419315338
180,0.9888226389884949,0.022296104580163956,1e-28,0.875,0.4377400577068329
181,0.9873323440551758,0.019844090566039085,1e-28,0.875,0.4418572783470154
182,0.9895678162574768,0.018441442400217056,1e-28,0.875,0.4435792565345764
183,0.9932935833930969,0.018400784581899643,1e-28,0.875,0.44073185324668884
184,0.9821162223815918,0.024031933397054672,1e-28,0.8720238208770752,0.4457925260066986
185,0.9865871667861938,0.023116864264011383,1e-29,0.8720238208770752,0.4512334167957306
186,0.9880775213241577,0.02100062556564808,1e-29,0.8720238208770752,0.44575294852256775
187,0.9895678162574768,0.01939871534705162,1e-29,0.875,0.44028064608573914
188,0.9888226389884949,0.02113172598183155,1e-29,0.8779761791229248,0.4316582977771759
189,0.9910581111907959,0.018496865406632423,1e-29,0.875,0.4414810538291931
190,0.9895678162574768,0.024783672764897346,1e-29,0.8720238208770752,0.45130297541618347
191,0.9865871667861938,0.021224409341812134,1e-29,0.8690476417541504,0.460203617811203
192,0.9828613996505737,0.022765614092350006,1e-30,0.875,0.42625927925109863
193,0.9873323440551758,0.021767333149909973,1e-30,0.8720238208770752,0.44018739461898804
194,0.9850968718528748,0.024600960314273834,1e-30,0.8779761791229248,0.436504602432251
195,0.9918032884597778,0.01902928575873375,1e-30,0.875,0.44151055812835693
196,0.9888226389884949,0.019458413124084473,1e-30,0.875,0.4258916974067688
197,0.9940387606620789,0.015871724113821983,1e-30,0.8720238208770752,0.44795191287994385
198,0.9888226389884949,0.018583402037620544,1e-30,0.8720238208770752,0.4495667815208435
199,0.992548406124115,0.013382472097873688,1e-31,0.875,0.43960633873939514
